sector;Institución;Código Institución;RUT Unidad de Compra;Código Unidad de Compra;Unidad de Compra;Región Unidad de Compra
Gob. Central, Universidades;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE SAN FELIPE DE ACONCAGUA;7495;60.511.055-k;3215;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE SAN FELIPE;Valparaíso
Municipalidades;I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE;7496;69.255.300-4;2732;I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE;Metropolitana
Gob. Central, Universidades;INSTITUTO FORESTAL;7497;61.311.000-3;2729;INSTITUTO FORESTAL;Coquimbo
Municipalidades;I MUNICIPALIDAD DE SAN MIGUEL;7498;69.070.800-0;2737;MUNICIPALIDAD DE SAN MIGUEL-DIRECCIÓN DE ADMINISTRACIÓN Y FINANZAS-ADQUISICIONES;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SAN MIGUEL;7498;69.070.800-0;545774;MUNICIPALIDAD DE SAN MIGUEL-SECPLA;Metropolitana
Gob. Central, Universidades;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE CHILOÉ;7499;60.511.104-1;1578;DELEGACION PRESIDENCIAL PROVINCIAL DE CHILOÉ;Los Lagos
Gob. Central, Universidades;DELEGACIÓN PRESIDENCIAL PROVINCIAL DE CHILOÉ;7499;60.511.104-1;551016;ORASMI 102-O;Los Lagos
Municipalidades;ILUSTRE MUNICIPALIDAD DE CHANCO;7501;69.120.300-k;4389;DEPTO. DE EDUCACION;Maule
Municipalidades;ILUSTRE MUNICIPALIDAD DE CHANCO;7501;69.120.300-k;4390;DEPTO. DE FINANZAS;Maule
Municipalidades;ILUSTRE MUNICIPALIDAD DE CHANCO;7501;69.120.300-k;4391;DEPTO. DE SALUD;Maule
Municipalidades;I MUNICIPALIDAD DE LA PINTANA;83825;69.253.800-5;3267;DEPARTAMENTO ADQUISICIONES MUNICIPAL;Metropolitana
Municipalidades;I MUNICIPALIDAD DE LA PINTANA;83825;69.253.800-5;3268;DEPARTAMENTO ADQUISICIONES SALUD;Metropolitana
Municipalidades;I MUNICIPALIDAD DE LA PINTANA;83825;69.253.800-5;3269;LICITACIONES SECPLAC;Metropolitana
Municipalidades;I MUNICIPALIDAD DE LA PINTANA;83825;69.253.800-5;3308;DEPARTAMENTO ADQUISICIONES EDUCACION;Metropolitana
Municipalidades;MUNICIPALIDAD DE PUDAHUEL;84149;69.071.100-1;3271;UNIDAD DE LICITACIONES DE PUDAHUEL;Metropolitana
Municipalidades;MUNICIPALIDAD DE PUDAHUEL;84149;69.071.100-1;3273;IMUNI_PUDAHUEL ADQUISICIONES;Metropolitana
Municipalidades;I MUNICIPALIDAD VALDIVIA;84152;69.200.100-1;1191382;SECPLAN-SALUD;Los Ríos
Municipalidades;I MUNICIPALIDAD VALDIVIA;84152;69.200.100-1;3274;DEPTO. ADMINISTRATIVO DE EDUCACION MUNICIPAL;Los Ríos
Municipalidades;I MUNICIPALIDAD VALDIVIA;84152;69.200.100-1;3275;UNIDAD ADQUISICIONES MUNICIPAL VALDIVIA;Los Ríos
Municipalidades;I MUNICIPALIDAD VALDIVIA;84152;69.200.100-1;3276;SECRETARIA PLANIFICACION MUNICIPAL;Los Ríos
Municipalidades;I MUNICIPALIDAD VALDIVIA;84152;69.200.100-1;3277;SERVICIO TRASPASADO  CEMENTERIO MUNICIPAL VALDIVIA;Los Ríos
Municipalidades;I MUNICIPALIDAD VALDIVIA;84152;69.200.100-1;3278;DPTO. DE SALUD MUNICIPAL DE VALDIVIA;Los Ríos
Municipalidades;I MUNICIPALIDAD VALDIVIA;84152;69.200.100-1;5738;SERVICIO DE BIENESTAR MUNICIPAL;Los Ríos
Municipalidades;ILUSTRE MUNICIPALIDAD DE MACUL;84300;69.253.700-9;3280;DIRECCION DE ADMINISTRACION Y FINANZAS;Metropolitana
Municipalidades;ILUSTRE MUNICIPALIDAD DE MACUL;84300;69.253.700-9;3281;DASG-DEPTO.ADQUISICIONES;Metropolitana
Municipalidades;ILUSTRE MUNICIPALIDAD DE MACUL;84300;69.253.700-9;871714;SECPLA;Metropolitana
Municipalidades;ILUSTRE MUNICIPALIDAD DE CANELA;84473;69.041.300-0;3282;ILUSTRE MUNICIPALIDAD DE CANELA;Coquimbo
Municipalidades;ILUSTRE MUNICIPALIDAD DE CANELA;84473;69.041.300-0;4673;EDUCACION;Coquimbo
Municipalidades;ILUSTRE MUNICIPALIDAD DE CANELA;84473;69.041.300-0;4674;SALUD;Coquimbo
Municipalidades;ILUSTRE MUNICIPALIDAD DE CANELA;84473;69.041.300-0;703036;SECRETARIA COMUNAL DE PLANIFICACION;Coquimbo
Municipalidades;I MUNICIPALIDAD DE FRUTILLAR;84478;69.220.700-9;3283;MUNICIPALIDAD DE FRUTILLAR;Los Lagos
Municipalidades;I MUNICIPALIDAD DE FRUTILLAR;84478;69.220.702-5;3898;MUNICIPALIDAD DE FRUTILLAR DEPTO. ADM. SALUD ;Los Lagos
Municipalidades;I MUNICIPALIDAD DE FRUTILLAR;84478;69.220.701-7;3899;MUNICIPALIDAD DE FRUTILLAR DEPTO. ADM. EDUCACIÓN MUNICIPAL;Los Lagos
Municipalidades;I MUNICIPALIDAD DE FRUTILLAR;84478;60.925.021-6;5097;LICEO IGNACIO CARRERA PINTO;Los Lagos
Municipalidades;I MUNICIPALIDAD DE FRUTILLAR;84478;60.904.056-4;5159;LICEO INDUSTRIAL CHILENO ALEMÁN FRUTILLAR;Los Lagos
Municipalidades;I MUNICIPALIDAD DE FRUTILLAR;84478;65.030.253-2;762717;COMITE DE BIENESTAR MUNICIPALIDAD DE FRUTILLAR;Los Lagos
Municipalidades;I MUNICIPALIDAD DE TALCA;84480;69.110.400-1;3284;I. MUNICIPALIDAD DE TALCA;Maule
Municipalidades;I MUNICIPALIDAD DE TALCA;84480;69.110.400-1;3285;ADQUISICIONES MUNICIPAL;Maule
Municipalidades;I MUNICIPALIDAD DE TALCA;84480;69.110.400-1;3286;DIR. COMUNAL DE SALUD;Maule
Municipalidades;I MUNICIPALIDAD DE TALCA;84480;69.110.400-1;3287;CEMENTERIO MUNICIPAL;Maule
Municipalidades;I MUNICIPALIDAD DE TALCA;84480;69.110.400-1;3288;DEPT. EDUCACION COMUNAL;Maule
Municipalidades;I MUNICIPALIDAD DE TALCA;84480;69.110.400-1;3289;SECRETARIA COMUNAL DE PLANIFICACION;Maule
Municipalidades;I MUNICIPALIDAD DE TALCA;84480;69.110.400-1;4564;LICEO DIEGO PORTALES-DAEM;Maule
Municipalidades;I MUNICIPALIDAD DE TALCA;84480;69.110.400-1;4565;LICEO TECNICO AMELIA COURBIS-DAEM;Maule
Municipalidades;I MUNICIPALIDAD DE TALCA;84480;69.110.400-1;4566;INSTITUTO SUPERIOR DE COMERCIO ENRIQUE MALDONADO SEPULVEDA;Maule
Municipalidades;I MUNICIPALIDAD DE TALCA;84480;69.110.400-1;5161;LICEO MARTA DONOSO ESPEJO-DAEM;Maule
Municipalidades;I MUNICIPALIDAD DE TALCA;84480;69.110.400-1;579768;CONVENIO DE SUMINISTRO MUNICIPAL;Maule
Municipalidades;I MUNICIPALIDAD DE CONCHALI;84958;69.070.200-2;3290;DEPTO. ADQUISICIONES;Metropolitana
Municipalidades;I MUNICIPALIDAD DE CONCHALI;84958;69.070.200-2;3572;SECRETARÍA DE PLANIFICACIÓN COMUNAL;Metropolitana
Municipalidades;I MUNICIPALIDAD DE OSORNO;84959;69.210.100-6;3291;IMUNI_OSORNO DIRECCION DE ADM Y FINANZAS;Los Lagos
Municipalidades;I MUNICIPALIDAD DE OSORNO;84959;69.210.100-6;3300;IMUNI_OSORNO DEPTO EDUCACION;Los Lagos
Municipalidades;I MUNICIPALIDAD DE OSORNO;84959;69.210.100-6;3301;IMUNI_OSORNO DEPTO  SALUD;Los Lagos
Municipalidades;I MUNICIPALIDAD DE OSORNO;84959;69.210.100-6;3302;SECRETARIA DE PLANIFICACION;Los Lagos
Municipalidades;ILUSTRE MUNICIPALIDAD DE MOLINA ;84961;69.110.100-2;3292;OFICINA DE ADQUISICIONES MUNICIPALES;Maule
Municipalidades;ILUSTRE MUNICIPALIDAD DE MOLINA ;84961;69.110.100-2;3303;SECRETARIA COMUNAL DE PLANIFICACION;Maule
Municipalidades;ILUSTRE MUNICIPALIDAD DE MOLINA ;84961;69.110.100-2;3304;DIRECCIÓN COMUNAL DE EDUCACIÓN;Maule
Municipalidades;ILUSTRE MUNICIPALIDAD DE MOLINA ;84961;69.110.100-2;3305;DIRECCIÓN COMUNAL DE SALUD;Maule
Municipalidades;ILUSTRE MUNICIPALIDAD DE MOLINA ;84961;60.903.201-4;5271;LICEO POLIVALENTE DE MOLINA;Maule
Gob. Central, Universidades;UNIDAD DE ANALISIS FINANCIERO;85017;61.973.000-3;3299;UNIDAD DE ANALISIS FINANCIERO;Metropolitana
Gob. Central, Universidades;UNIDAD DE ANALISIS FINANCIERO;85017;61.980.750-2;931071;UNIDAD DE BIENESTAR;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SAN JAVIER;86407;69.130.100-1;3311;IMUNI_SAN JAVIER DEPTO. ADQUISICIONES;Maule
Municipalidades;I MUNICIPALIDAD DE SAN JAVIER;86407;69.130.100-1;3312;SECPLA LICITACIONES MUNICIPAL;Maule
Municipalidades;I MUNICIPALIDAD DE SAN JAVIER;86407;69.130.100-1;3313;ADQUISICIONES SALUD MUNICIPAL;Maule
Municipalidades;I MUNICIPALIDAD DE SAN JAVIER;86407;69.130.100-1;3314;ADQUISICIONES EDUCACION MUNICIPAL;Maule
Municipalidades;I MUNICIPALIDAD DE VALLENAR;86491;69.030.500-3;3315;ABASTECIMIENTO I. MUNICIPALIDAD DE VALLENAR;Atacama
Municipalidades;I MUNICIPALIDAD DE VALLENAR;86491;69.030.500-3;6263;DEPTO DE SALUD MUNICIPAL;Atacama
Municipalidades;I MUNICIPALIDAD DE VALLENAR;86491;69.030.500-3;6264;DEPTO. DE EDUCACION MUNICIPAL;Atacama
Municipalidades;I MUNICIPALIDAD DE PUERTO MONTT;86507;69.220.100-0;3317;DEPARTAMENTO DE LICITACIONES Y GESTIÓN DE ABASTECIMIENTO ;Los Lagos
Municipalidades;I MUNICIPALIDAD DE PUERTO MONTT;86507;69.220.100-0;3321;UNIDAD DE ADQUISICIONES DIRECCIÓN DE EDUCACIÓN;Los Lagos
Municipalidades;I MUNICIPALIDAD DE PUERTO MONTT;86507;69.220.100-0;3325;OFICINA DE ADQUISICIONES DEL DEPARTAMENTO DE SALUD;Los Lagos
Municipalidades;I MUNICIPALIDAD DE LO ESPEJO;86518;69.255.100-1;744835;DEPARTAMENTO DE ADQUISICIONES;Metropolitana
Municipalidades;I MUNICIPALIDAD DE LO ESPEJO;86518;69.255.100-1;750998;DEPARTAMENTO DE LICITACIONES;Metropolitana
Municipalidades;I MUNICIPALIDAD DE LINARES;86545;69.130.300-4;3326;ILUSTRE MUNICIPALIDAD DE LINARES;Maule
Municipalidades;I MUNICIPALIDAD DE LINARES;86545;69.130.301-2;3328;ADQUISICIONES SALUD;Maule
Municipalidades;I MUNICIPALIDAD DE LINARES;86545;60.902.063-6;3329;DEPARTAMENTO DE EDUCACION MUNICIPAL;Maule
Municipalidades;I MUNICIPALIDAD DE LINARES;86545;69.130.300-4;3330;SECRETARIA COMUNAL DE PLANIFICACION;Maule
Municipalidades;I MUNICIPALIDAD DE LINARES;86545;65.132.680-k;537654;SERVICIO BIENESTAR MUNICIPAL;Maule
Municipalidades;I MUNICIPALIDAD DE LINARES;86545;65.098.949-K;855695;SERVICIO DE BIENESTAR SALUD MUNICIPAL;Maule
Municipalidades;I MUNICIPALIDAD DE SAN BERNARDO;86548;69.072.700-5;3334;OFICINA DE ADQUISICIONES;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SAN BERNARDO;86548;69.072.700-5;3335;SECRETARIA COMUNAL DE PLANIFICACION;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;1121816;SERVICIOS GENERALES;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3336;APROVISIONAMIENTO;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3443;DIRECCION DE EDUCACION;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3444;DIRECCION DE SALUD;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3505;LICEO  MANUEL BARROS BORGOÑO;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3506;"""EDMUNDO DE AMICIS""  E 78";Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3507;ESCUELA JUAN SANDOVAL CARRASCO;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3508;ESCUELA F-38 REPUBLICA DE HAITI;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3509;LICEO JOSE DE SAN MARTÍN A-14;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3510;LICEO COMERCIAL A-24;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3511;LICEO DARIO E.SALAS A.16;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3512;ESCUELA REPUBLICA DE ALEMANIA;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3513;LICEO A-2 MIGUEL LUIS AMUNATEGUI;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3514;LICEO JAVIERA CARRERA A-1;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3515;LICEO TERESA PRATS DE SARRATEA A-7;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3516;ESCUELA REPUBLICA DEL ECUADOR E-87;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3517;INSTITUTO NACIONAL 'GRAL. JOSÉ MIGUEL CARRERA';Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3518;"ESCUELA ""REPUBLICA DE PANAMA"" D-69";Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3519;INSTITUTO SUPERIOR DE COMERCIO EDUARDO FREI MONTALVA;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3520;LICEO MIGUEL DE CERVANTES Y SAAVEDRA  D - 18;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3522;"ESCUELA D73""FERNANDO ALESSANDRI RODRIGUEZ""";Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3524;ESCUELA REPÚBLICA ORIENTAL DEL URUGUAY D-11;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3525;LICEO DE APLICACIÓN;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3526;ESCUELA LIBERTADORES DE CHILE;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3527;LICEO MIGUEL DE CERVANTES Y SAAVEDRA  A-18;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3528;ESCUELA F-42 REPUBLICA DE BRASIL;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3529;ESCUELA PROVINCIA DE CHILOÉ;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3530;ESCUELA REYES CATOLICOS;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3531;ESCUELA SALVADOR SANFUENTES;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3532;"ESCUELA E-50 ""REPUBLICA DE ISRAEL""";Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3533;ESCUELA ESPECIAL D-84 CENTRO CAPACITACION LABORAL SANTIAGO;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3534;LICEO CONFEDERACIÓN SUIZA A - 13;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3535;LICEO ISAURA DINATOR DE GUZMÁN;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3536;"LICEO INDUSTRIAL A Nº 20 ""ELIODORO GARCIA ZEGERS""";Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3568;DIRECCION DE INFORMATICA;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3573;SECPLAN;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3577;INTERNADO NACIONAL BARROS ARANA;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3578;ESCUELA CADETE ARTURO PRAT CHACON;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3579;ESCUELA BENJAMIN VICUÑA MACKENNA;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3581;ESCUELA CIUDAD SANTIAGO DE CHILE;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3695;CAPACITACIÓN;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3797;IRENE FREI DE CID ESC. E-12;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3798;ESC. DR. LUIS CALVO MACKENNA  ESC. D-67;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3799;ESCUELA REPUBLICA DE MEXICO ESC. E-71;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3800;ESCUELA BASICA MUNICIPAL Nº 1712 SANTIAGO APOSTOL;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3801;ESCUELA REPÚBLICA EL LÍBANO  ESC . E-19;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;3802;ESCUELA REPÚBLICA DE COLOMBIAESC. D-63;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;5206;COLEGIO A-26 EDUARDO FREI MONTALVA;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;544929;LICEO HERBERT VARGAS WALLIS F-91;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;5547;ESCUELA DR. LUIS CALVO MACKENA;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;5548;LICEO MUNICIPAL METROPOLITANO DE ADULTOS;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;565973;MANTENIMIENTO;Metropolitana
Municipalidades;I MUNICIPALIDAD DE SANTIAGO;86568;69.070.100-6;5690;ESCUELA PILOTO PARDO F-64;Metropolitana
Municipalidades;I MUNICIPALIDAD DE LAS CONDES;86571;69.070.400-5;3338;IMUNI_LAS CONDES DEPTO. ADMINISTRACION;Metropolitana
Municipalidades;I MUNICIPALIDAD DE LAS CONDES;86571;69.070.400-5;3551;COMITÉ DE PROPUESTAS PÚBLICAS ;Metropolitana
Municipalidades;I MUNICIPALIDAD DE PUNTA ARENAS;86580;69.250.200-0;1134883;DIRECCIÓN DE SEGURIDAD PUBLICA;Magallanes y Antártica
Municipalidades;I MUNICIPALIDAD DE PUNTA ARENAS;86580;69.250.200-0;306203;DIRECCIÓN DE GESTION DE PERSONAS;Magallanes y Antártica
Municipalidades;I MUNICIPALIDAD DE PUNTA ARENAS;86580;69.250.200-0;3339;ALCALDIA;Magallanes y Antártica
Municipalidades;I MUNICIPALIDAD DE PUNTA ARENAS;86580;69.250.200-0;3340;ADMINISTRACIÓN MUNICIPAL;Magallanes y Antártica
Municipalidades;I MUNICIPALIDAD DE PUNTA ARENAS;86580;69.250.200-0;3341;DIRECCIÓN DE ADMINISTRACIÓN Y FINANZAS;Magallanes y Antártica
Municipalidades;I MUNICIPALIDAD DE PUNTA ARENAS;86580;69.250.200-0;3342;SECRETARIA COMUNAL DE PLANIFICACION;Magallanes y Antártica
Municipalidades;I MUNICIPALIDAD DE PUNTA ARENAS;86580;69.250.200-0;3343;DIRECCIÓN DE OPERACIONES Y EMERGENCIAS;Magallanes y Antártica
Municipalidades;I MUNICIPALIDAD DE PUNTA ARENAS;86580;69.250.200-0;3344;DIRECCIÓN DE OBRAS MUNICIPALES;Magallanes y Antártica
Municipalidades;I MUNICIPALIDAD DE PUNTA ARENAS;86580;69.250.200-0;3345;DIRECCIÓN FOMENTO PRODUCTIVO Y TURISMO;Magallanes y Antártica
Municipalidades;I MUNICIPALIDAD DE PUNTA ARENAS;86580;69.250.200-0;3346;DIRECCIÓN TRANSITO Y TRANSPORTE PUBLICO;Magallanes y Antártica
Municipalidades;I MUNICIPALIDAD DE PUNTA ARENAS;86580;69.250.200-0;3347;DIRECCIÓN DE DESARROLLO COMUNITARIO;Magallanes y Antártica
Municipalidades;I MUNICIPALIDAD DE PUNTA ARENAS;86580;69.250.200-0;3348;DIRECCIÓN MEDIO AMBIENTE ASEO Y ORNATO;Magallanes y Antártica
Municipalidades;I MUNICIPALIDAD DE PUNTA ARENAS;86580;69.250.200-0;3355;CEMENTERIO MUNICIPAL;Magallanes y Antártica
Municipalidades;I MUNICIPALIDAD DE PUNTA ARENAS;86580;69.250.200-0;560688;DIRECCION DE BIENESTAR;Magallanes y Antártica
Municipalidades;I MUNICIPALIDAD DE PUNTA ARENAS;86580;69.250.200-0;700338;DIRECCIÓN INSPECCIONES;Magallanes y Antártica
Municipalidades;I MUNICIPALIDAD DE PUNTA ARENAS;86580;69.250.200-0;817287;DIRECCIÓN SERVICIOS GENERALES;Magallanes y Antártica
Municipalidades;I MUNICIPALIDAD DE TALCAHUANO;86586;69.150.800-5;287025;DIRECCION DE CONSTRUCCIONES;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE TALCAHUANO;86586;69.150.800-5;3350;DEPARTAMENTO DE FINANZAS;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE TALCAHUANO;86586;69.150.800-5;3351;DEPTO.  ADMINISTRATIVO;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE TALCAHUANO;86586;69.150.800-5;3352;DISAM;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE TALCAHUANO;86586;69.150.800-5;3353;DAEM;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE TALCAHUANO;86586;69.150.800-5;3354;ADMINISTRACION DE CEMENTERIOS;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE TALCAHUANO;86586;69.150.800-5;6157;LICEO A-21;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE TALCAHUANO;86586;69.150.800-5;6158;LICEO B-22;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE TALCAHUANO;86586;69.150.800-5;6159;LICEO A-23;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE TALCAHUANO;86586;69.150.800-5;6160;LICEO C-25;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE TALCAHUANO;86586;69.150.800-5;6161;LICEO B-26;Bío-Bío
Municipalidades;I MUNICIPALIDAD DE ARICA;86624;69.010.100-9;3357;IMA ADQUISICIONES;Arica y Parinacota
Municipalidades;I MUNICIPALIDAD DE ARICA;86624;69.010.100-9;3358;SERVICIO MUNICIPAL DE SALUD;Arica y Parinacota
Municipalidades;I MUNICIPALIDAD DE ARICA;86624;69.010.100-9;3359;SERVICIO MUNICIPAL DE EDUCACIÓN;Arica y Parinacota
Municipalidades;I MUNICIPALIDAD DE ARICA;86624;69.010.100-9;3361;SECRETARIA COMUNAL DE PLANIFICACIÓN;Arica y Parinacota
Municipalidades;I MUNICIPALIDAD DE ARICA;86624;69.010.100-9;3576;FINANZAS IMA;Arica y Parinacota
Municipalidades;I MUNICIPALIDAD DE ARICA;86624;69.010.100-9;4193;L.OCTAVIO PALMA PEREZ A Nº 1;Arica y Parinacota
Municipalidades;I MUNICIPALIDAD DE ARICA;86624;69.010.100-9;5552;ESC. JOSE MIGUEL CARRERA D-10;Arica y Parinacota
Municipalidades;I MUNICIPALIDAD DE ARICA;86624;69.010.100-9;5661;LICEO AGRICOLA JOSE ABELARDO N.;Arica y Parinacota
Municipalidades;I MUNICIPALIDAD DE ARICA;86624;69.010.100-9;5672;ESC. AMERICA Nº E-26;Arica y Parinacota
Municipalidades;I MUNICIPALIDAD DE ARICA;86624;69.010.100-9;5955;SERVICIO MUNICIPAL DE CEMENTERIOS;Arica y Parinacota
Municipalidades;I MUNICIPALIDAD DE ARICA;86624;69.010.100-9;6188;LICEO COMERCIAL DE ARICA;Arica y Parinacota
Municipalidades;I MUNICIPALIDAD DE ARICA;86624;69.010.100-9;6260;SERVICIO MUNICIPAL DE SALUD - FARMACIA;Arica y Parinacota
Municipalidades;I MUNICIPALIDAD DE ARICA;86624;69.010.100-9;6321;ESCUELA REPUBLICA DE ISRAEL D-4;Arica y Parinacota
Municipalidades;I MUNICIPALIDAD DE ARICA;86624;69.010.100-9;6335;LICEO POLITÉCNICO ARICA;Arica y Parinacota
Municipalidades;I MUNICIPALIDAD DE ARICA;86624;69.010.100-9;6462;LICEO JOVINA NARANJO FERNANDEZ;Arica y Parinacota
Municipalidades;I.MUNICIPALIDAD DE CERRO NAVIA;86664;69.254.200-2;3363;DEPARTAMENTO DE ADQUISICIONES;Metropolitana
Municipalidades;I.MUNICIPALIDAD DE CERRO NAVIA;86664;69.254.200-2;528208;SECPLAC 2;Metropolitana
Municipalidades;I MUNICIPALIDAD DE NUNOA;86764;69.070.500-1;287020;COMUNICACION Y RELACIONES PUBLICAS;Metropolitana
Municipalidades;I MUNICIPALIDAD DE NUNOA;86764;69.070.500-1;296943;DIDECO;Metropolitana
Municipalidades;I MUNICIPALIDAD DE NUNOA;86764;69.070.500-1;3367;IMUNI_NUNOA;Metropolitana
Municipalidades;I MUNICIPALIDAD DE NUNOA;86764;69.070.500-1;3368;DPTO. ADQUISICIONES;Metropolitana
Municipalidades;I MUNICIPALIDAD DE NUNOA;86764;69.070.500-1;525217;DIRECCION DE OBRAS MUNICIPALES;Metropolitana
Municipalidades;I MUNICIPALIDAD DE NUNOA;86764;69.070.500-1;525980;DIRECCION DE MEDIO AMBIENTE;Metropolitana
Municipalidades;I MUNICIPALIDAD DE NUNOA;86764;69.070.500-1;610236;SEGURIDAD CIUDADANA;Metropolitana
Municipalidades;I MUNICIPALIDAD DE NUNOA;86764;69.070.500-1;6395;SECPLANUNOA;Metropolitana
Municipalidades;I MUNICIPALIDAD DE NUNOA;86764;69.070.500-1;810841;VIVIENDA;Metropolitana
Municipalidades;I MUNICIPALIDAD DE NUNOA;86764;69.070.500-1;852504;ADMINISTRACION MUNICIPAL;Metropolitana
